Date,AWK,BNDX,GLD,JNJ,KO,MCD,MO,MSFT,NRG,NVDA,O,PFE,PG,SCHD,SPLV,SPY,T,TIP,URTH,USMV,VIG,VNQ,VYM,VZ,WMT,XLP,XLV,XOM
2013-06-05,-0.005036598701269981,0.001191732323056579,0.002142261538931351,-0.0050062275230490704,-0.01876466669436841,-0.020021727138024522,-0.013904646360589096,-0.006019897395598199,0.001982894463228614,-0.02165666439236002,0.007114094986042803,-0.0065285123836175095,-0.009218901486715819,-0.01266979720977784,-0.011354565096099755,-0.014099835335016067,-0.011561209912972511,0.0012055472188669096,-0.03100522501317685,-0.0119283396438748,-0.014241170101259509,-0.00829746016083849,-0.012647366470373568,-0.011118559559020443,-0.009128137908508452,-0.01217236204120203,-0.014668887633295845,-0.012636323726644565
2013-06-06,0.010297516193595209,-0.0013906967186311592,0.007425099325577856,0.009277716967960297,0.003438021155709437,0.0026925372119314187,0.002796528972948777,0.005162336182105642,0.016113514702575413,0.006335776860121312,0.037698825731485246,0.02266714177043776,0.002084830966386599,0.005751549380393881,0.00909365542787864,0.00901221394294249,0.015478313804235378,-0.0011191227882616792,0.0,0.010711567906129335,0.00417486414948679,0.01596142854861136,0.00827409282935593,0.03399158774512764,0.005037329918608003,0.004239878335522687,0.01446091016427388,0.006449058755066152
2013-06-07,-0.003754919833218094,-0.001990289783417601,-0.024092192496149724,0.005313753285318748,0.015085447763833585,0.016413910167737904,0.009449568138556122,0.02010516398769665,0.05498992315854365,0.013937770854806377,-0.012855235478450173,0.005321764930017417,0.012033760461604476,0.013491303101862175,0.00997305013896217,0.012640458310594488,-0.010103938213694255,-0.0058734933847411665,-0.0030574529989527317,0.008789249692098985,0.013595382105681729,0.0001414633729382135,0.010810901488471265,0.00538909443776634,0.009213636469641014,0.012367611607379194,0.009113582261805519,0.013430509684209424
2013-06-10,-0.0012549418202401365,-0.007198846227857566,0.004939787449919778,0.0027054394434299247,-0.00557014225358615,0.01263857505030929,0.0022108620299541777,-0.00562236964942806,0.012103766405497818,-0.0006921879249950813,-0.010314089655397285,0.0038845340358035596,0.004107117098804382,-0.0002977476913752062,-0.0003200820448973351,0.0,0.015118128174781281,-0.006954054251901679,0.0035395167626385195,-0.0012078048599806193,0.0002935874747624828,-0.008660552398326877,0.0008668264247499055,0.005755481802646978,-0.007627799423534534,0.0,0.0014423170735556646,-0.0036150642964056776
2013-06-11,0.001004079414888465,-0.00020011986649065252,-0.0051648936635613095,-0.005299545738363113,-0.009515305510247514,-0.013146896387261738,-0.0019338211506841967,-0.01792134462010597,-0.011365739570815618,-0.01887530885929095,-0.015444408400861353,0.0017607620774865924,0.0006401329469473355,-0.007174813882396565,-0.007714539274020919,-0.010369388989822452,-0.006411299684434694,-0.0005232523098224782,-0.013256005587165939,-0.007581444832118319,-0.007955053728894953,-0.01494039368874815,-0.00870187628253807,-0.006950808886536678,-0.006623166964714551,-0.0024611868662337607,-0.0041260408207137115,-0.007269983937323809
2013-06-12,0.01568108090031587,0.004006099145813916,0.007476670343020137,-0.011281139093473546,-0.0029668859331696018,0.00010136719140378336,-0.0033653788237166674,0.004581603012084757,-0.02539328793127338,-0.008504328219619611,-0.013827946574800623,0.0003522516187316394,-0.006678375592839557,-0.007529129894543094,-0.005176609516455261,-0.008311189734249262,-0.003922842018170782,-0.0077101427687481724,0.04097173831067499,-0.003965205042568484,-0.007273877372722723,-0.01369898854576525,-0.006136664878313135,-0.005595149690322357,-0.005463447919998919,-0.004941269590413352,-0.010182416484521652,-0.007990771296119073
2013-06-13,0.00958628587905606,-0.0034043146992807412,-0.0038060756896859606,0.013875245388406832,0.0004948082114834459,0.00649358072630507,0.004484179830473832,-0.00803181725218091,0.009410790161023455,0.02251997065607499,0.023169005893045932,0.02260583411644753,0.010638650179268554,0.011122819034572446,0.015449256435305312,0.01509395881219504,0.018910723733553538,0.007622644392848201,0.0,0.013960875001794106,0.013025419577999561,0.025640555962006702,0.013624446997208701,0.014720153853469458,0.002136213972576311,0.010347483406270248,0.01533738441025495,0.017562762277039057
2013-06-14,0.0031750169015568592,0.002404242111186176,0.005145905283357988,0.0,-0.0017337900074468578,-0.004662902651634452,-0.005046216161136239,-0.00925937576540013,0.011547614819528328,-0.0013926595840517276,0.018645611274672284,0.00034360060116890855,-0.005112986521281148,-0.0038939766916006448,-0.00022401892166480945,-0.006292273262648942,-0.010801979863821096,-0.0008737377640164955,0.0,-0.0021122641609815835,-0.004125833721327565,0.003711638832949112,-0.004869239834154663,0.008455600446685403,-0.0017348223922244498,-0.0024539403796804233,-0.0016468491826431102,-0.008245902259799659
2013-06-17,0.0009748401522727863,0.000800302333487978,-0.00492162373629442,0.008443954607492742,0.008393509843316457,0.003245806649953329,0.005885021728682022,0.01729119301758097,-0.009675963622177989,0.009709013216971847,-0.014798511900630916,0.002403543952923048,0.011848121427157928,0.0071772650624999336,0.006384114065186684,0.007692193261352035,-0.004185901851561578,-0.0032368691745700224,0.008863865090956389,0.0063225888125112845,0.006476390791183343,0.002845829226348345,0.00746846529174223,-0.0070744788177995975,0.001068006280522594,0.008806604649934194,0.0022639452192327715,0.010214842159714544
2013-06-18,0.0026763029962573776,-0.0016013484954757397,-0.012335615865617823,0.008488832818151631,0.0061265711305308465,0.010177076947434055,0.010008209822520018,-0.0005715951964716105,0.0018680620365728953,-0.006230861030358041,0.009218020123963886,0.008196766311773776,0.0010125605683306373,0.006830007518974035,0.004444354810559396,0.007874107714932833,0.011399813977021783,0.0027128393221949538,0.0,0.005088901434859789,0.006142702707810743,0.005101910611536281,0.006725889790893559,0.016429355386926164,0.010353165429445478,0.0036462063377980278,0.008391893157038331,0.004578902866024694
2013-06-19,-0.012714199624854131,-0.0024061711114998245,-0.011723707191219441,-0.017521327726098664,-0.012786290966400474,-0.009468119968281096,-0.026914641892534306,-0.01121150924216445,-0.016560321286420838,0.03009783391118748,-0.027913900569181947,-0.010256060869595261,-0.018257620515227304,-0.01520820104738464,-0.02048103901718543,-0.013912968929600473,-0.02576411668324795,-0.01337426156245171,-0.0013942902936901049,-0.017166297083821343,-0.013801568204810268,-0.03115600616796747,-0.014542763320182294,-0.029529766699721276,-0.016912324659849154,-0.020098664396487807,-0.01602645047450817,-0.010167529233383205
2013-06-20,-0.026681175195653713,-0.003216709329101971,-0.05501208351122277,-0.026751111478980467,-0.03218755391054444,-0.020655442730057927,-0.024451184984798566,-0.032317776040743366,-0.03514576983682288,-0.027323660090913936,-0.057551430776947986,-0.015934491114207736,-0.030880676840276126,-0.024640409078288197,-0.02587319335081666,-0.025090486748363082,-0.025864043170581604,-0.01014994352004042,-0.035506683106121005,-0.026471437324942754,-0.024090121525378125,-0.042452013422816924,-0.0256133835948736,-0.02201900081033481,-0.019391981583037475,-0.03067122654582244,-0.026019147791537054,-0.021662103346836315
2013-06-21,-0.0030374604070011416,-0.0020166948784609492,0.011663149049636777,0.0069955851366582025,0.015971851975279235,0.004535900390971036,0.01703524566672388,-0.0065909027057148555,-0.0007863932809598072,-0.0013863463502347374,-0.004643387854921141,-0.006304862143118762,0.02855867828975361,0.006446864957723271,0.012201239110018736,0.0032053416913210013,0.00348753819593933,-0.011791820679070298,-0.0016079680802587534,0.00683856365119333,0.004080864773113922,0.013451928631507288,0.0076640496991551375,0.011373041597094981,0.006551095968215797,0.013121628517944935,0.009817476202269195,0.004817417924723172
2013-06-24,-0.001268433852806273,-0.00040337136923251227,-0.0089967891886606,0.016804995060503286,-0.005801459579686995,0.0006169748732190367,-0.008626027924855126,0.013435186364917348,0.020250087966108492,-0.02102339868657499,-0.0009793380979882683,-0.026705779689981106,-0.01103855307413132,-0.015107216869354638,-0.004598552551922627,-0.012716560184945028,-0.0002901928955954261,-0.003810317168272194,-0.05201308793631543,-0.007462440094850752,-0.009368402408960929,-0.004542221547482742,-0.010447736802732812,-0.008110032487467882,0.009342801708118208,-0.00406596577488651,-0.008494354282387739,-0.011238557727364573
2013-06-25,0.018358251258283886,-0.003235337830376923,-0.0037186710729782786,0.008707987672279186,0.004794991175950846,0.0023614613314187722,0.00862602792485507,-0.0014839080328639665,0.023243346383299182,0.007056693571928624,0.0119414284312395,0.010053372904767686,0.0014353589535672515,0.005267182649322628,0.008524016491660461,0.0095680207603338,0.016405492602846596,0.0017259735507267648,0.0,0.008392011200849476,0.005342308137377741,0.016608712258414794,0.00881882720061716,0.026518268842929404,0.0022884501047021155,0.0015265345729759089,0.005105109579350101,0.007095041695233852
2013-06-26,0.0032345607271618677,-0.0004052582520993013,-0.04294353680246575,0.019033069611612514,0.015240987944868879,0.013444866239374598,0.009686496069476264,0.01999455553469824,-0.0003764469871416684,-0.005641365480534895,0.013235173924211264,0.003922387593240458,0.009215589364839547,0.01228529924459534,0.011361908408187469,0.009852603881142041,0.008527969777486743,0.004526175787076318,0.0528175870623107,0.010467727560024344,0.00879035173573404,0.01501116276596782,0.010338834953855364,0.004351678176904821,0.008568783340611019,0.010370548102411684,0.014325286333848448,0.007713294778001885
2013-06-27,0.004955423863279457,0.0024284669268619364,-0.019981847694739895,-0.003224300656220078,-0.0017377110266770465,0.008160990340616105,0.005090567630846337,0.00782970936786524,0.006010487336717146,-0.009236509088681049,0.015060785572552655,0.0028431570176218166,0.0034824290693557976,0.0036563089294715427,0.005793328916567169,0.0058525803302502035,0.008455356336647438,0.00827522430780851,-0.021935925828273944,0.0059249911522252395,0.004517119612204908,0.01986374418125803,0.0058351793317905415,0.006689354611607742,0.003327371187884717,0.004519651700394266,0.0035492207206400906,0.0026694611096957912
2013-06-28,0.018851965017687922,-0.0012134962821602603,0.026974604047993497,-0.009851193556145036,-0.0037324313260749258,-0.006543719155518172,-0.01306090973043844,-0.002313422583857128,0.0,0.002138841882265695,-0.008551041133799928,-0.006050917198517047,-0.0087935154632737,-0.005489644898105698,-0.0012842452621620484,-0.004105862970537377,-0.006476206719617775,0.0033990463175820477,0.0,-0.003065274100117213,-0.005573527970359318,-0.006238265865266585,-0.00619045517689702,-0.013025562406830619,-0.010284057309188329,-0.0062824865392499514,-0.007741331008732836,0.0034370085642708393
